id,name,product_name,product_link,product_image,price,size,drug_id,test_certificate,endotoxin_report,sterility_report,cloudinary_product_image,cloudinary_test_certificate,cloudinary_endotoxin_report,cloudinary_sterility_report,in_supabase
544,PrimePeptides,Tesofensine,https://primepeptides.co/products/buy-tesofensine,downloaded_images/tesofensine_1740261406.webp,$190.00,500mcg,9,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335215/vqphyyy4qdkpikn5mzio.png,,,,1
545,PrimePeptides,Tesamorelin,https://primepeptides.co/products/tesamorelin,downloaded_images/tesamorelin_1740261421.webp,$150.00,10 mg,19,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335216/sysnu8etpmnnlsq3lair.png,,,,1
546,PrimePeptides,MOTS-c,https://primepeptides.co/products/buy-mots-c,downloaded_images/mots_c_1740261432.webp,$65.00,10 mg,40,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335216/mo6dahd10fj0m15zosox.png,,,,1
547,PrimePeptides,Thymosin Alpha 1,https://primepeptides.co/products/buy-thymosin-alpha-1,downloaded_images/thymosin_alpha_1_1740261443.webp,$90.00,10 mg,94,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335217/fjiqgpjicullsqrx3jm7.png,,,,1
548,PrimePeptides,CJC & Ipa,https://primepeptides.co/products/cjc-ipa-blend,downloaded_images/cjc_ipa_1740261460.webp,$100.00,10 mg,141,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335217/oeezqpuortfeu3z2k6ce.png,,,,1
550,PeptideSciences,5-Amino-1MQ 50mg (60 Capsules),https://www.peptidesciences.com/5-amino-1mq-60-capsules,downloaded_images/5_amino_1mq_50mg_60_capsules__1740264588.webp,$255.00,50mg 60 Capsules,10,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335218/vq2bdwrhur8ei9vkr7hs.png,,,,1
551,PeptideSciences,Acetyl Hexapeptide-3 (Argireline) 200mg (Topical),https://www.peptidesciences.com/acetyl-hexapeptide-3-argireline-200mg-topical,downloaded_images/acetyl_hexapeptide_3_argireline_200mg_topical__1740264593.webp,$220.00,200mg,142,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335218/uurqzoeom8gwval5q7ml.png,,,,1
552,PeptideSciences,Adipotide (FTPP) 10mg,https://www.peptidesciences.com/adipotide-ftpp-10mg,downloaded_images/adipotide_ftpp_10mg_1740264597.webp,$89.00,10mg,137,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335219/wjdqedq9n3xoyaahm11l.png,,,,1
553,PeptideSciences,AHK (Tripeptide-3) 200mg (Topical),https://www.peptidesciences.com/ahk-tripeptide-3-200mg,downloaded_images/ahk_tripeptide_3_200mg_topical__1740264601.webp,$200.00,200mg,143,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335220/r1xn2dsjkggkchhjbl1d.png,,,,1
554,PeptideSciences,AHK-Cu 200mg (Topical),https://www.peptidesciences.com/ahk-cu-200mg,downloaded_images/ahk_cu_200mg_topical__1740264605.webp,$200.00,200mg,61,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335221/jsmef2mcuexhuj38pomn.png,,,,1
555,PeptideSciences,AICAR 50mg,https://www.peptidesciences.com/aicar-50mg,downloaded_images/aicar_50mg_1740264610.webp,$65.00,50mg,144,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335221/fbo8xltlzdwrkoq1izxj.png,,,,1
556,PeptideSciences,AOD9604 6mg,https://www.peptidesciences.com/aod9604-6mg,downloaded_images/aod9604_6mg_1740264614.webp,$65.00,6mg,90,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335222/yrh4nedkzqyypgegzpwd.png,,,,1
557,PeptideSciences,ARA-290 16mg,https://www.peptidesciences.com/ara-290-16mg,downloaded_images/ara_290_16mg_1740264618.webp,$95.00,16mg,145,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335223/dbfo8lkhsizzncf2vjmy.png,,,,1
558,PeptideSciences,B7-33 6mg,https://www.peptidesciences.com/b7-33-6mg,downloaded_images/b7_33_6mg_1740264623.webp,$70.00,6mg,146,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335224/lov5allk5scnjobf6wgl.png,,,,1
559,PeptideSciences,BPC-157 5mg,https://www.peptidesciences.com/bpc-157-5mg,downloaded_images/bpc_157_5mg_1740264627.webp,$59.50,5mg,5,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335224/cwxsev21ddcsh9qlrpaa.png,,,,1
560,PeptideSciences,BPC-157 10mg,https://www.peptidesciences.com/bpc-157-10mg,downloaded_images/bpc_157_10mg_1740264631.webp,$100.00,10mg,5,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335225/stasvsbpm1ajqcvqgwjc.png,,,,1
561,PeptideSciences,"BPC-157, TB-500 10mg (Blend)",https://www.peptidesciences.com/bpc-157-tb-500-10mg-blend,downloaded_images/bpc_157_tb_500_10mg_blend__1740264635.webp,$120.00,10mg,147,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335226/lnxmaa65qpry8rzg02ay.png,,,,1
562,PeptideSciences,Bronchogen 20mg (Bioregulator),https://www.peptidesciences.com/bronchogen-20mg-bioregulator,downloaded_images/bronchogen_20mg_bioregulator__1740264639.webp,$70.00,20mg,148,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335227/fccice52lgt2oqmbqowz.png,,,,1
563,PeptideSciences,Cagrilintide 10mg,https://www.peptidesciences.com/cagrilintide-10mg,downloaded_images/cagrilintide_10mg_1740264643.webp,$170.00,10mg,79,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335228/iovtt5d9fk2rgmkodvrl.png,,,,1
564,PeptideSciences,Cardiogen 20mg (Bioregulator),https://www.peptidesciences.com/cardiogen-20mg-bioregulator,downloaded_images/cardiogen_20mg_bioregulator__1740264647.webp,$65.00,20mg,149,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335228/v7n6xwdoex6b4qnc7qre.png,,,,1
565,PeptideSciences,Cartalax 20mg (Bioregulator),https://www.peptidesciences.com/cartalax-20mg-bioregulator,downloaded_images/cartalax_20mg_bioregulator__1740264652.webp,$70.00,20mg,150,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335229/d3xsaz6mqv3pejkiat0a.png,,,,1
566,PeptideSciences,Cerebrolysin 215mg/ml (10ml),https://www.peptidesciences.com/cerebrolysin-215mg-ml-10ml,downloaded_images/cerebrolysin_215mg_ml_10ml__1740264656.webp,$150.00,215mg,151,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335230/uslumkrl9w9yoo9a3duv.png,,,,1
567,PeptideSciences,Chonluten 20mg (Bioregulator),https://www.peptidesciences.com/chonluten-20mg-bioregulator,downloaded_images/chonluten_20mg_bioregulator__1740264660.webp,$65.00,20mg,152,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335230/ohyphf8iwmwz8slheuzp.png,,,,1
568,PeptideSciences,CJC-1295 DAC 2mg,https://www.peptidesciences.com/cjc-1295-dac-2mg,downloaded_images/cjc_1295_dac_2mg_1740264664.webp,$39.00,2mg,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335231/zfikn0ifeaibm9c1chdi.png,,,,1
569,PeptideSciences,CJC-1295 DAC 5mg,https://www.peptidesciences.com/cjc-1295-dac-5mg,downloaded_images/cjc_1295_dac_5mg_1740264668.webp,$56.00,5mg,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335232/q4tn8p9os45ygshasnla.png,,,,1
570,PeptideSciences,"CJC-1295, GHRP-2 10mg (Blend)",https://www.peptidesciences.com/cjc-1295-ghrp-2-10mg-blend,downloaded_images/cjc_1295_ghrp_2_10mg_blend__1740264673.webp,$95.00,10mg,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335233/uj3id6fcaompyegvy14h.png,,,,1
571,PeptideSciences,"CJC-1295, GHRP-6 10mg (Blend)",https://www.peptidesciences.com/cjc-1295-ghrp-6-10mg-blend,downloaded_images/cjc_1295_ghrp_6_10mg_blend__1740264677.webp,$95.00,10mg,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335234/hnu9hizss1l9qyscslme.png,,,,1
572,PeptideSciences,"CJC-1295, Hexarelin 10mg (Blend)",https://www.peptidesciences.com/cjc-1295-hexarelin-10mg-blend,downloaded_images/cjc_1295_hexarelin_10mg_blend__1740264681.webp,$95.00,10mg,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335234/yot92cthg7eii8scqhk9.png,,,,1
573,PeptideSciences,"CJC-1295, Ipamorelin 10mg (No DAC) (Peptide Blend)",https://www.peptidesciences.com/cjc-1295-ipamorelin-10mg-blend,downloaded_images/cjc_1295_ipamorelin_10mg_no_dac_peptide_blend__1740264685.webp,$95.00,10mg,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335235/ib4rxkhualwiczipkeqf.png,,,,1
574,PeptideSciences,CJC 1295 DAC (2mg x 10) Hexarelin (2mg x 10),https://www.peptidesciences.com/cjc-1295-2mg-x-10-hexarelin-2mg-x-10,downloaded_images/cjc_1295_dac_2mg_x_10_hexarelin_2mg_x_10__1740264690.webp,$586.50,2mg,153,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335236/cojmucyofjdlqx22lvc3.png,,,,1
575,PeptideSciences,CJC 1295 DAC (2mg x 10) Ipamorelin (2mg x 10),https://www.peptidesciences.com/cjc-1295-2mg-x-10-ipamorelin-2mg-x-10,downloaded_images/cjc_1295_dac_2mg_x_10_ipamorelin_2mg_x_10__1740264695.webp,$586.50,2mg,153,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335237/i7pwdmv7r3dojoisyech.png,,,,1
576,PeptideSciences,"CJC1295, Ipamorelin, GHRP-2 (Blend)",https://www.peptidesciences.com/cjc1295-ipamorelin-ghrp-2-blend,downloaded_images/cjc1295_ipamorelin_ghrp_2_blend__1740264699.webp,$95.00,,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335237/dq95k8y4tlu4uc6j1efk.png,,,,1
577,PeptideSciences,Cortagen 20mg (Bioregulator),https://www.peptidesciences.com/cortagen-20mg-bioregulator,downloaded_images/cortagen_20mg_bioregulator__1740264704.webp,$65.00,20mg,154,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335238/cethzlkpkbzlqzcmmm6s.png,,,,1
578,PeptideSciences,Decapeptide-12 (Topical),https://www.peptidesciences.com/decapeptide-12,downloaded_images/decapeptide_12_topical__1740264708.webp,$240.00,,155,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335239/jftt37tb6qrhxsbsofle.png,,,,1
579,PeptideSciences,DSIP 5mg,https://www.peptidesciences.com/dsip-5mg,downloaded_images/dsip_5mg_1740264713.webp,$50.00,5mg,95,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335239/uryv4ij5bcibpxeg7ao8.png,,,,1
580,PeptideSciences,Epitalon 3mg (60 capsules) (Telomere Length),https://www.peptidesciences.com/epitalon-3mg-60-capsules,downloaded_images/epitalon_3mg_60_capsules_telomere_length__1740264720.webp,$175.00,3mg 60 capsules,92,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335240/pyug0yjnlc5y2fkuijxr.png,,,,1
581,PeptideSciences,Epithalon (Epitalon) 20mg,https://www.peptidesciences.com/epithalon-epitalon-20mg,downloaded_images/epithalon_epitalon_20mg_1740264726.webp,$95.00,20mg,92,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335240/coawzhw3rqipxbhswb4k.png,,,,1
582,PeptideSciences,Epithalon (Epitalon) 50mg,https://www.peptidesciences.com/epithalon-epitalon-50mg,downloaded_images/epithalon_epitalon_50mg_1740264733.webp,$215.00,50mg,92,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335241/gthcg3zqag0ylkaxpmwk.png,,,,1
583,PeptideSciences,Follistatin 315 1mg,https://www.peptidesciences.com/follistatin-315-1mg,downloaded_images/follistatin_315_1mg_1740264737.webp,$155.00,1mg,46,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335242/yl8fotaftzlrgsiuo7zb.png,,,,1
584,PeptideSciences,Follistatin 344 1mg,https://www.peptidesciences.com/follistatin-344-1mg,downloaded_images/follistatin_344_1mg_1740264742.webp,$175.00,1mg,46,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335242/nihslhxl0wbho42f4z6l.png,,,,1
585,PeptideSciences,FOX04-DRI 10mg (Proxofim),https://www.peptidesciences.com/foxo4-dri-10mg-proxofim,downloaded_images/fox04_dri_10mg_proxofim__1740264746.webp,$300.00,10mg,156,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335243/tqni5boscky6jjpbz0cu.png,,,,1
586,PeptideSciences,"Fragment, CJC1295, Ipamorelin 12mg (Blend)",https://www.peptidesciences.com/fragment-cjc1295-ipamorelin-12mg-blend,downloaded_images/fragment_cjc1295_ipamorelin_12mg_blend__1740264751.webp,$100.00,12mg,24,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335244/vbpxkbzswbabjmwipg4d.png,,,,1
587,PeptideSciences,"Fragment, Modified GRF, Ipamorelin 12mg (Blend)",https://www.peptidesciences.com/fragment-modified-grf-ipamorelin-12mg-blend,downloaded_images/fragment_modified_grf_ipamorelin_12mg_blend__1740264755.webp,$100.00,12mg,83,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335244/rwuxclqahehmdqukwkbj.png,,,,1
588,PeptideSciences,GHK-Cu (2mg x 60 Capsules) (Copper Tripeptide),https://www.peptidesciences.com/ghk-cu-copper-tripeptide,downloaded_images/ghk_cu_2mg_x_60_capsules_copper_tripeptide__1740264760.webp,$165.00,2mg,61,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335245/fpdszrtlufxks6whgfu0.png,,,,1
589,PeptideSciences,GHK-Cu 1gram (Copper Peptide) (1000mg) (Topical),https://www.peptidesciences.com/ghk-cu-1gram-copper-peptide-1000mg-topical,downloaded_images/ghk_cu_1gram_copper_peptide_1000mg_topical__1740264765.webp,$500.00,1000mg,61,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335246/hweelauzdjfkse2z1d7l.png,,,,1
590,PeptideSciences,GHK-Cu 50mg Copper Peptide,https://www.peptidesciences.com/ghk-cu-50mg-copper-peptide,downloaded_images/ghk_cu_50mg_copper_peptide_1740264770.webp,$70.00,50mg,61,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335246/bpvtogakyhhjpuqdjyj0.png,,,,1
591,PeptideSciences,GHK-Cu 200mg (Copper Peptide) (Topical),https://www.peptidesciences.com/ghk-ghk-cu-200mg-topical,downloaded_images/ghk_cu_200mg_copper_peptide_topical__1740264774.webp,$200.00,200mg,61,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335247/fkemc1gva4ujcosxhjaj.png,,,,1
592,PeptideSciences,GHK-Cu 500mg (Copper Peptide) (Topical),https://www.peptidesciences.com/ghk-cu-500mg-copper-peptide-topical,downloaded_images/ghk_cu_500mg_copper_peptide_topical__1740264779.webp,$330.00,500mg,61,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335248/ivxsi4p1u3rsgvf1pdg9.png,,,,1
593,PeptideSciences,GHK Basic 50mg,https://www.peptidesciences.com/ghk-basic-50mg,downloaded_images/ghk_basic_50mg_1740264784.webp,$55.00,50mg,98,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335248/vw97gjxfhrqkqzbiywwj.png,,,,1
594,PeptideSciences,GHK Basic 200mg (Tripeptide-1) (Topical),https://www.peptidesciences.com/ghk-basic-200mg-tripeptide-1,downloaded_images/ghk_basic_200mg_tripeptide_1_topical__1740264789.webp,$170.00,200mg,98,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335249/jnaapviqdizl8qqmj7z8.png,,,,1
595,PeptideSciences,GHRH 5mg,https://www.peptidesciences.com/ghrh-5mg,downloaded_images/ghrh_5mg_1740264793.webp,$80.00,5mg,157,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335250/ww7wyrmyg34z2yqglkq4.png,,,,1
596,PeptideSciences,GHRP-2 (5mg x 5) and CJC-1295 DAC (5mg x 5),https://www.peptidesciences.com/ghrp-2-5mg-x-5-and-cjc-1295-5mg-x-5,downloaded_images/ghrp_2_5mg_x_5_and_cjc_1295_dac_5mg_x_5__1740264797.webp,$345.00,5mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335250/cvq5bavrogg4ikgvayy9.png,,,,1
597,PeptideSciences,GHRP-2 (5mg x 5) and Ipamorelin  (5mg x 5),https://www.peptidesciences.com/ghrp-2-5mg-x-5-and-ipamorelin-5mg-x-5,downloaded_images/ghrp_2_5mg_x_5_and_ipamorelin_5mg_x_5__1740264802.webp,$310.00,5mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335251/oscvrrxdpwnxgaoynidt.png,,,,1
598,PeptideSciences,GHRP-2 (5mg x 5) and Mod GRF 1-29 (CJC-1295 no DAC) (5mg x 5),https://www.peptidesciences.com/ghrp-2-5mg-x-5-and-mod-grf-1-29-5mg-x-5,downloaded_images/ghrp_2_5mg_x_5_and_mod_grf_1_29_cjc_1295_no_dac_5mg_x_5__1740264806.webp,$315.00,5mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335252/vss7xfgzmrlmcoyaz7wr.png,,,,1
599,PeptideSciences,GHRP-2 (5mg x 10) & CJC 1295 DAC (5mg x 10),https://www.peptidesciences.com/ghrp-2-5mg-x-10-cjc-1295-5mg-x-10,downloaded_images/ghrp_2_5mg_x_10_cjc_1295_dac_5mg_x_10__1740264811.webp,$782.00,5mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335253/imfmqcdvs8r26zgnkkez.png,,,,1
600,PeptideSciences,GHRP-2 (5mg x 10) Ipamorelin  (5mg x 10),https://www.peptidesciences.com/ghrp-2-5mg-x-10-ipamorelin-5mg-x-10,downloaded_images/ghrp_2_5mg_x_10_ipamorelin_5mg_x_10__1740264816.webp,$697.00,5mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335253/pkmj5palyrih0lgaynhy.png,,,,1
601,PeptideSciences,GHRP-2  (5mg x 10) ModGRF 1-29 (5mg x 10),https://www.peptidesciences.com/ghrp-2-5mg-x-10-modgrf-1-29-5mg-x-10,downloaded_images/ghrp_2_5mg_x_10_modgrf_1_29_5mg_x_10__1740264821.webp,$726.75,5mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335254/t0l82dxk4qndlljdwac6.png,,,,1
602,PeptideSciences,GHRP-2 5mg,https://www.peptidesciences.com/ghrp-2-5mg,downloaded_images/ghrp_2_5mg_1740264826.webp,$36.00,5mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335254/zz69lbyva24bmc521eyi.png,,,,1
603,PeptideSciences,GHRP-2 10mg,https://www.peptidesciences.com/ghrp-2-10mg,downloaded_images/ghrp_2_10mg_1740264830.webp,$50.00,10mg,81,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335255/bp2rofegycvnxza5q2ye.png,,,,1
604,PeptideSciences,GHRP-6 (5mg x 5) and CJC-1295 DAC (5mg x 5),https://www.peptidesciences.com/ghrp-6-5mg-x-5-and-cjc-1295-5mg-x-5,downloaded_images/ghrp_6_5mg_x_5_and_cjc_1295_dac_5mg_x_5__1740264835.webp,$345.00,5mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335256/di5ldkmp8sislgygg3kn.png,,,,1
605,PeptideSciences,GHRP-6 (5mg x 5) and  Ipamorelin (5mg x 5),https://www.peptidesciences.com/ghrp-6-5mg-x-5-and-ipamorelin-5mg-x-5,downloaded_images/ghrp_6_5mg_x_5_and_ipamorelin_5mg_x_5__1740264840.webp,$310.00,5mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335256/tafa5xbrcubzocsxdfas.png,,,,1
606,PeptideSciences,GHRP-6 (5mg x 5) and Mod GRF 1-29 (CJC-1295 no DAC) (5mg x 5),https://www.peptidesciences.com/ghrp-6-5mg-x-5-and-mod-grf-1-29-5mg-x-5,downloaded_images/ghrp_6_5mg_x_5_and_mod_grf_1_29_cjc_1295_no_dac_5mg_x_5__1740264844.webp,$315.00,5mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335257/ndp2mk5wxvdufwjss0js.png,,,,1
607,PeptideSciences,GHRP-6 (5mg x 10) & CJC-1295 DAC (5mg x 10),https://www.peptidesciences.com/ghrp-6-5mg-x-10-cjc-1295-5mg-x-10,downloaded_images/ghrp_6_5mg_x_10_cjc_1295_dac_5mg_x_10__1740264849.webp,$782.00,5mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335258/w9amw9ysln7ozcdobzkn.png,,,,1
608,PeptideSciences,GHRP-6 (5mg x 10) Ipamorelin (5mg x 10),https://www.peptidesciences.com/ghrp-6-5mg-x-10-ipamorelin-5mg-x-10,downloaded_images/ghrp_6_5mg_x_10_ipamorelin_5mg_x_10__1740264854.webp,$697.00,5mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335259/kmakmbjc5fyeseeh9ajp.png,,,,1
609,PeptideSciences,GHRP-6 (5mg x 10)  ModGRF 1-29 (5mg x 10),https://www.peptidesciences.com/ghrp-6-5mg-x-10-modgrf-1-29-5mg-x-10,downloaded_images/ghrp_6_5mg_x_10_modgrf_1_29_5mg_x_10__1740264858.webp,$726.75,5mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335259/mkdvmhk6vccawshuyjkk.png,,,,1
610,PeptideSciences,GHRP-6 5mg,https://www.peptidesciences.com/ghrp-6-5mg,downloaded_images/ghrp_6_5mg_1740264862.webp,$36.00,5mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335260/a64ddq3bgxez6cv2twss.png,,,,1
611,PeptideSciences,GHRP-6 10mg,https://www.peptidesciences.com/ghrp-6-10mg,downloaded_images/ghrp_6_10mg_1740264867.webp,$50.00,10mg,44,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335261/dscfw9ykqxvxerwtjocf.png,,,,1
612,PeptideSciences,Gonadorelin 10mg,https://www.peptidesciences.com/gonadorelin-10mg,downloaded_images/gonadorelin_10mg_1740264871.webp,$85.00,10mg,135,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335261/odyyvi1ab5x3lhwxfmqa.png,,,,1
614,PeptideSciences,Hexarelin (2mg x 10)   ModGRF 1-29 (2mg x 10),https://www.peptidesciences.com/hexarelin-2mg-x-10-modgrf-1-29-2mg-x-10,downloaded_images/hexarelin_2mg_x_10_modgrf_1_29_2mg_x_10__1740264879.webp,$552.50,2mg,117,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335262/bsiphxm26hz9fyusypo5.png,,,,1
615,PeptideSciences,Hexarelin (5mg x 5) and Mod GRF 1-29 (CJC-1295 no DAC) (5mg x 5),https://www.peptidesciences.com/hexarelin-5mg-x-5-mod-grf-1-29-5mg-x-5-cjc-1295-no-dac,downloaded_images/hexarelin_5mg_x_5_and_mod_grf_1_29_cjc_1295_no_dac_5mg_x_5__1740264883.webp,$420.00,5mg,117,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335263/byvflc0s2qgviyaxb7kh.png,,,,1
616,PeptideSciences,Hexarelin (5mg x 10)   ModGRF 1-29 (5mg x 10),https://www.peptidesciences.com/hexarelin-5mg-x-10-modgrf-1-29-5mg-x-10,downloaded_images/hexarelin_5mg_x_10_modgrf_1_29_5mg_x_10__1740264888.webp,$803.25,5mg,117,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335263/h1piqhaven9sgskqha9w.png,,,,1
617,PeptideSciences,Hexarelin 2mg,https://www.peptidesciences.com/hexarelin-2mg,downloaded_images/hexarelin_2mg_1740264892.webp,$30.00,2mg,117,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335264/srlvzuswafoxpflfmtey.png,,,,1
618,PeptideSciences,Hexarelin 5mg,https://www.peptidesciences.com/hexarelin-5mg,downloaded_images/hexarelin_5mg_1740264897.webp,$45.00,5mg,117,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335265/it0vkvkxrpbqn9q3wq8j.png,,,,1
619,PeptideSciences,hGH Fragment 176-191  6mg,https://www.peptidesciences.com/hgh-fragment-176-191-6mg,downloaded_images/hgh_fragment_176_191_6mg_1740264901.webp,$65.00,6mg,116,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335266/kuwxetylrqlwx5wm6m64.png,,,,1
620,PeptideSciences,Humanin 10mg,https://www.peptidesciences.com/humanin-10mg,downloaded_images/humanin_10mg_1740264906.webp,$155.00,10mg,158,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335266/eejcl8qraplalchohyl9.png,,,,1
621,PeptideSciences,IGF-1 DES 1mg,https://www.peptidesciences.com/igf1-des-1mg,downloaded_images/igf_1_des_1mg_1740264911.webp,$110.00,1mg,39,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335267/dleevxomaoxygtk8yzeq.png,,,,1
622,PeptideSciences,IGF-1 LR3 (Receptor Grade) 1mg,https://www.peptidesciences.com/igf-1-lr3-receptor-grade-1mg,downloaded_images/igf_1_lr3_receptor_grade_1mg_1740264915.webp,$250.00,1mg,82,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335267/alrw4eeqalpwip1qgsev.png,,,,1
623,PeptideSciences,IGF-1 LR3 1mg,https://www.peptidesciences.com/igf-1-lr3-1mg,downloaded_images/igf_1_lr3_1mg_1740264920.webp,$110.00,1mg,82,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335268/qrj7wrrca04ymgkutfve.png,,,,1
624,PeptideSciences,Ipamorelin (2mg x 10) ModGRF 1-29  (2mg x 10),https://www.peptidesciences.com/ipamorelin-2mg-x-10-modgrf-1-29-2mg-x-10,downloaded_images/ipamorelin_2mg_x_10_modgrf_1_29_2mg_x_10__1740264924.webp,$552.50,2mg,83,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335269/rksmpuuhnpr0qpbysnsq.png,,,,1
625,PeptideSciences,Ipamorelin (5mg x 5) & Mod GRF 1-29 (CJC-1295 no DAC) (5mg x 5),https://www.peptidesciences.com/ipamorelin-5mg-x-5-mod-grf-1-29-cjc-1295-no-dac-5mg-x-5,downloaded_images/ipamorelin_5mg_x_5_mod_grf_1_29_cjc_1295_no_dac_5mg_x_5__1740264929.webp,$420.00,5mg,83,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335270/nhz6rcfvjmnhjqi74ept.png,,,,1
626,PeptideSciences,Ipamorelin (5mg x 10) Mod GRF 1-29 (CJC-1295 no DAC) (5mg x 10),https://www.peptidesciences.com/ipamorelin-5mg-x-10-mod-grf-1-29-5mg-x-10,downloaded_images/ipamorelin_5mg_x_10_mod_grf_1_29_cjc_1295_no_dac_5mg_x_10__1740264933.webp,$811.75,5mg,83,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335270/mtntbrqvvffsvsgona1x.png,,,,1
627,PeptideSciences,Ipamorelin 2mg,https://www.peptidesciences.com/ipamorelin-2mg,downloaded_images/ipamorelin_2mg_1740264938.webp,$30.00,2mg,83,,,,https://res.cloudinary.com/dds7ub1cg/image/upload/v1740335271/nadqazrx5xcxlcdfu4g0.png,,,,1
